id,identity_key,ip,location,lat,lon,country,iso3,version
2925,4LSwhAjW8JG9pv6GJ7Tj4eXSCAjSe2o37eM7CChEquJX,188.166.30.220:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2928,9bQBxheZyKavhcJj5ms3GQei7LgzWagnwhbBVpEiak47,142.93.133.103:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2931,EpRv8P3ArEh4Ahmd8LTLWFZia5SfN2iDgsXKUXvCkHkb,45.77.67.53:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
2934,FH6bbJcPXNZ6JxQkLu2PiRUDUXDMbUB3ACokq71XDoWg,[2a01:4f8:c17:d55a::9]:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
2941,HSU55fTpAhDjZJCgte7f3T2WHENhAyX4zyqM98DVqSWK,95.179.248.139:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
2943,6DUq1chmGQgQ3qSUFeKuBM1H14qpVGjNNeCwnQWcWYYS,[2a01:4f9:c010:ddc9::17]:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
2949,HNZB9YAsTjCo9754DD4KcD4ueadoTHPuAhY4VMwGVtdd,188.166.77.92:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2950,5DspTiwEYdVa7nqL1pJtyRfGvUBVmmQ5suyPH528wPk4,207.244.246.123:1789,Falkenstein,50.4667,12.3667,Germany,DEU,0.10.1
2954,HSNS1FJZUBNbjRrTdEpGNz7mMnuxsSQs6YuYoERNG5dA,157.230.126.192:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
2956,Dh4hV7xH3f646DrinAJwqrmyjF3H95w6mFrCyUhfS9PB,[2a01:4f9:c011:38ae::19]:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
2957,F9XTPSGKrcFTSWhwF8nPaUdc5RH9rDa3TFaaLAuGhB6G,157.90.235.150:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
2960,C87Nv6XUvZggCnqAECUtC3ZxHD5DE4cRbtxjjbv2WHbo,[2a01:4f8:1c1c:c929::16]:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2963,54zLBoU3h6feV3fCYQDrGGyHZiwSk3WT4ev4RwbxkkXw,199.247.31.37:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
2964,FBoBVc7vjeh8SxMio85snixK6BPrS3j68NcoVcKzukPK,[2a01:4f9:c011:4518::10]:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
2966,8BWZqSMwhi8yMwJv2GC5qmSusYbNEmt3o9kYVXxjgd53,45.32.144.50:1789,Paris,48.8566,2.3522,France,FRA,0.10.1
2970,BfGGBv73tvWspNCE7gviXm5bXpPXUavFxR8H1cdTMieA,83.229.6.35:1789,Milan,45.4669,9.19,Italy,ITA,0.10.1
2972,5cQbxxVRQaDUAoqR7xrWStk1pet8Q71qiD3S8DbfwgEf,78.141.204.60:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
2977,E81jZcMKdsmhSdorjg8ux6PuBQsFM26RyEbKvmyV8kzi,[2a01:4f8:c2c:5bb2::7]:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
2984,EMVrxRfJur5RfAV1bJXuqk89y3VdE11sgaPjBtijVGhM,157.90.121.127:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
2987,Bd1JvHAKXRLyGev21s1RJ37PvFAs8W6JdjsL6dvf2zoT,199.247.7.106:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
2988,223rBrMVnTgQqLKup1Q6A4JyotdtF4WDjxfg1Ztnm6uC,178.63.126.122:1789,Berlin,52.5167,13.3833,Germany,DEU,0.10.1
2991,9YxAwFQB3dZLj43c5DyR2yrPGjZherqAuZazHeVWjAy2,78.47.36.173:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
2996,F8cjrwerVDEpps636GVTwzA8zQdiMEcJRrBkCVE8KchH,89.252.21.36:1789,Kyiv,50.45,30.5236,Ukraine,UKR,0.10.1
2999,3F9mUTdfT5ZvQdCpmM3miY8hwfd1AYRmxDKZE2SaC1n7,[2a01:4f8:c17:c4e4::9]:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3002,EmafdsgiNrqJpVCR4LCGC9FFmXgrhhcSG6ezoMsk4YUa,142.93.135.54:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3006,9oe43MDEtPC2H8zZMKDjJAv3DovR36W5N1WunqLM6gzp,134.209.241.117:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
3009,Fbai6irrHj9X1CGVFRwin5xCwTmNjKsLwUimcV2GGD6m,75.119.155.227:1789,Düsseldorf,51.2311,6.7724,Germany,DEU,0.10.1
3010,Er4D7VgB4nZJHrCwDnV85CUFUWm61aAsnjLn5NghjzYL,75.119.151.65:1789,Munich,48.1372,11.5755,Germany,DEU,0.10.1
3011,2YPscnP5zUGQNb1dYDpynNq3kEkE1CpgoTRPXKf1feqK,168.119.224.100:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
3012,27gdajokLZ2mso92VSCBZogifS8LzbF1UJCXWKx4zDeR,159.69.145.14:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
3014,6c3foNxfRx4Zv4xpmpuo1KJC9REhVjmc3HhJmhQRGgYy,104.238.171.114:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
3018,6o91XzExaZyrjUSn49g6nwL3MbLYzosG24AkZwRuLcRv,68.183.14.25:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3023,9jWt5bfvACALf7wb5GBJBN2QEHkGNA6iDv6C7GM11dpB,188.40.243.153:1789,Berlin,52.5167,13.3833,Germany,DEU,0.10.1
3025,4MREFAKXxengDu8p54AvHpddmfzvadCeb8uw3uefvhNh,206.189.9.189:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3028,HJZ7p2QuX29CbgiodKpvhW2tECqd8pquLcUa2Hy3odnY,142.93.233.232:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3030,9fcXLHehiwypAjuiRgusFSHVrJAn35gqn9YfZwjw7fZ1,78.141.238.188:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
3032,5debYF2ZhFzkPwXfWq2M4u8GRaiSX4qffGeY9nqainYu,178.18.253.40:1789,Munich,48.1372,11.5755,Germany,DEU,0.10.1
3034,ARiWecQFiHvbtyj4q9PhNAKCLbV3i1aqpnGo5WZMB6mH,89.163.149.124:1789,Düsseldorf,51.2311,6.7724,Germany,DEU,0.10.1
3035,72zJzRp88AhZVYd2LHDfbmJ59aWKVYm3MUzgHVJZyVNp,188.166.119.39:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3037,2KCf3PAZZJXuDQMeaCW828xEiCbBb9hb3edjgTw2kSms,78.141.245.144:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
3048,5o4YjJAFbQ4o5J8hBkig8Cz9eQez4nxSzEQdZ3vxH79Z,95.179.240.9:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
3049,6SFu3kKhvZi3ELhxZTBr25a7Xt3UYHEoj7YxW9MYAQwV,45.77.137.145:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3052,Fv8yRJmTucFYNnkX9UrX8YUyuKdJzDaNKchZEBs2R4hm,178.18.253.37:1789,Munich,48.1372,11.5755,Germany,DEU,0.10.1
3055,6MqEE8sH7uM9QXZQe29WT6vGZowAy1oZwbRZUr6vm5zf,178.62.227.247:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3058,BtTrMvYwh1vZqFDyjqyTCosaXGREyVHYNFW7qUgUpibf,46.101.204.178:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
3061,2SuvpzZLL1AwdZ7QcMLdmcnozAm91ZuqDaqMx5gR3h1w,95.179.220.242:1789,Paris,48.8566,2.3522,France,FRA,0.10.1
3062,43QAQY6xUf7FP8QR4gFg41GCaZdHMvrzMx4hQC7Lhvkm,45.32.252.106:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
3063,DR3qQRXsutf9KgnPf44txHUsQVYWSAZBSeKaHkKqc4Yc,78.47.144.204:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
3070,4ksDzE8oB9V54oos549c3RkKL2CJLEodA2zr492cwJd4,134.209.242.36:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
3071,5tJis1EBTd8zSNeXUdMQjSY3oH85F8vdWQceQTVnwY3D,[2a01:4f9:c010:8ef8::4]:1789,Berlin,52.5167,13.3833,Germany,DEU,0.10.1
3075,44kcyMxYkUr6r65aQAxHuBrU6a21ndzHbNfgxNytPLKU,93.186.194.83:1789,Düsseldorf,51.2311,6.7724,Germany,DEU,0.10.1
3077,6u1WG6x4csbT8iW4vXij5XDvgQSUb9vYpmwJ9i1PVoQu,[2a01:4f8:1c1c:c929::3]:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
3078,5nBDHkAJLzH6vgwZi1Khje4JtM8RxHCGT9KDeNrMDM3x,159.69.220.154:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
3079,31rv7YfWb1XSQ2yM18ri7Td4Kb2bqb1Ww5QtrkYXRgVc,188.166.59.188:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3082,A1Y6Unr17VHfF6QiCUMyjRkRFjxEthPv8aEzYLBFr3TA,206.189.11.179:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3083,Fsumo4EhGcVA3nAs5j7Qpd1bhjFMRfJ4s77kFRuLRPk,167.172.35.200:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3088,9xodrSyuWwmiS65PKETuC6ukpnqzNHYPaHMQTGSdDkZo,128.199.55.72:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3089,FdSW2roXdyJxvbPtN8BPwLY3DvR6596Ubqg78HZx6Lm2,134.209.87.254:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3091,2F4iZmYFbMHi9Gs9wkFx6AC51d4vQd1U7GMhdirbFj75,[2a01:4f9:c010:ddc9::7]:1789,Toulouse,43.6045,1.444,France,FRA,0.10.1
3098,HSbiTyQFKf7GnXfuv9FQ71kyZw68vMniZCepuUiW3s9p,95.179.228.221:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
3102,A1nJEQ2kbifyhyo38mYhBeEcnyhGWh6wmwXWL5AGw9TR,95.179.201.72:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
3104,2CHczMQv7zqLPrbP72v7QMAc83p8debiMYmAZEFickmN,75.119.137.138:1789,Munich,48.1372,11.5755,Germany,DEU,0.10.1
3105,E1YtNxdqXdawDy2KrL8e4BaQiCEavKZ4RDxBUAfqr8MZ,94.103.82.26:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3107,67YtjEqiqcXikdzs7odQ1oXUFib3dNXvdBqC3mD2MZBK,165.227.237.186:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
3109,BPHLr9ECZyez921V7nMKaMdf5gmHhBKphoqhQrdCtFeX,188.166.67.9:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3110,3CA1ghCSnHU23Zm4392LAqWeYE52R2aaYVZsrjWHWNy5,159.65.25.220:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
3112,DvFg6B4sBHDHUa4nsGVysC1N9r1K363H9UiAJbsiP9NB,165.227.233.8:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
3113,CPEGNThs8HPBiKM8zptrHEW3ahEgeqkRLeopDFU47RMi,78.46.223.8:1789,Falkenstein,50.4667,12.3667,Germany,DEU,0.10.1
3115,J5hekfvvpQNxut8MoupZX8Dy7Tgqn5tjU79q2bmU9K1z,188.166.122.87:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3118,ED1U9Qkmoic5EZA18Wnkrw5bsU9GmUjdsApAmtKLf4Cz,217.69.2.174:1789,Paris,48.8566,2.3522,France,FRA,0.10.1
3119,EbEYEhbouQfCmUvZvBrc8FVcLPJZikvj4q3N2shDTFGY,134.122.86.62:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
3121,J9AzgQTATBuwQTEwoCoyagdR25U7s6VG4QHnWqJZRvzd,178.63.126.112:1789,Berlin,52.5167,13.3833,Germany,DEU,0.10.1
3123,8R6thcoc2MaXTbtvu7n12gMQogCzhCMNVk83xgcReyxa,157.90.144.211:1789,Falkenstein,50.4667,12.3667,Germany,DEU,0.10.1
3124,VDPCx3zp4mbiWh39kXyAMa3iMijVoEqkwTsG3qEv5W1,161.97.165.199:1789,Munich,48.1372,11.5755,Germany,DEU,0.10.1
3126,J1iU8BCbjrAKPkX32pBAUhZgqpTg2YhHn4AyMVuQnhpW,172.104.144.120:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
3128,2kR9SmNCzEMZYHPPRCQwHgVoeriJGiD1DXENKc11Dzax,178.18.253.2:1789,Düsseldorf,51.2311,6.7724,Germany,DEU,0.10.1
3133,9V9Jb4CJC8zXe3Jqca6tUmszCFPZrrsxiK73trJ4c3UX,167.172.185.25:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
3139,8RYqiUiFYbX3gbPnMyhwhf2ujyCKTH4hn3gqePR5DUBc,95.179.133.251:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3141,D6fWxX7fpcJf1SFaaqLg5HJPvzRHdEG4P7GC3bSqWxCj,[2a01:4f8:1c17:489e::4]:1789,Barcelona,41.3825,2.1769,Spain,ESP,0.10.1
3146,9HqAKNTNiLsnu8sBd4mzJTgv63joJZUre33CHdoN2pB1,206.189.111.155:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3150,D7UsnMj5ZW268m54UpqWindMuKTk9EThPpirpxMAmrRq,[2a01:4f9:c010:ddc9::27]:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
3151,HBhGwoDC2s6ZaGabTfSYFUcaJjFYSCTjPBV1xM13TQ19,78.141.235.70:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
3153,9gokEy3GdJYUdUzbxVTg9LEbaV1sQ9Rq2rmS3UxawPJR,[2a01:4f9:c010:ddc9::16]:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
3154,DgKhid8NaLJ5o47tE6XozFHBhe7Kq6i2xcrWtJ9wSH4o,157.230.96.168:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
3155,BfszptRHC51XVHTD5WemRaqEGwS8RewF24s8nhyMwpk1,5.189.134.151:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3156,7RpfKpqYvK9Jwa8zfC9L9toFeWjRfrXyksZxKXZZfxaV,188.166.59.12:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3157,7V1MsS899coAZj3JVnjejimXUThf1jrabZqbdieKik7u,78.141.222.224:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3160,FDjKyNATkkhKuzL3Lydv7VuG8xzL2rKJaWMB3axv2YnH,174.138.7.113:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3163,33ZniGjeM1bESmwqp9iQy3nmkgYvX9KPXu9CkKELY8Nr,159.69.10.47:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
3165,61q1fx5vT3ThwUqfeFqtobg5kDuGLwfhHeLjsNh7g9ym,173.212.254.193:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
3174,74AqzGkiEfMxNrhTD4NbMucH5XrY7NeZKqiWGrSD9NZe,78.47.200.4:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
3176,CUcVFpCsWoCfyV2jZ7D98bjTi3u61pT2gPniwHsJXXbt,134.122.87.66:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
3178,84Nnka74jaZnx799BFYNCKZuEX9jKLCRykzpMhQCXuZo,104.248.17.127:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
3183,7QvsYa14Y2G5W7if5x5Xe4juQtNDejHCervKBbXvyrGA,157.90.243.89:1789,Falkenstein,50.4667,12.3667,Germany,DEU,0.10.1
3190,C1B3qjf7kp5u7aQmsUkwbC7oAXTzoBtNAYGtmANqjLWw,136.244.118.204:1789,Paris,48.8566,2.3522,France,FRA,0.10.1
3194,HinS6srL69NnnmdmbqB3UQpNpQvFCrtgChxdrP6vZhS,95.179.183.43:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3196,CbFxfHNEVFczNfjjxhawPMBjtUXtWVZdD2XMJ36REN7W,188.34.193.144:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
3199,5FxKceYYA2K2eWMr6csEpGyoTsPBD49vfAVd5BWaB8m9,188.166.146.69:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3200,3Tofx2LrwBtaVXjf1F7E9HKeW7HXQRTsuZVAv2cSfPfq,134.209.82.204:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3203,7G3t7Q4RdpDC6zB1T8jtrfEpGtv91SbAqD2siQNUnnge,134.122.63.2:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3209,4CNtxkojnizriE3a888cbQef2wuTw4TR1j3xwAavxQGr,157.90.79.51:1789,Berlin,52.5167,13.3833,Germany,DEU,0.10.1
3210,AVZFzDdEk8xZQNgR8R4euXkDHntpTTtL4LTWBGoFQjeU,188.166.118.221:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3213,22sAtRD9eUM3ZiHbQFzvezSFfsTKRYFydK4abZETurkz,79.133.120.14:1789,Paris,48.8566,2.3522,France,FRA,0.10.1
3219,GVo83qs7i1wEcADB489aMqRE3Gw8QsPxXkREJq37dRQM,188.166.76.161:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3222,GxpDnnb3ZE8an63Jwk4oqCMAu1nEVW1QVXFE2v4VdMbj,167.99.241.115:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
3225,AFsVadJVzmDYkq4zsVsQ3xZK9upo9NwA9qXtcxRZeh76,157.90.238.39:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
3227,HxuBoC2wD7PFrchroVjRSdqCdLytwXcsPGbPAqCRwWv2,68.183.12.151:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3228,C82zqFxrfSsRRL5fjVxGKD8cybwBh85jfb35HTJGCRfn,5.188.108.88:1789,Warsaw,52.2167,21.0333,Poland,POL,0.10.1
3231,5zWtEdgxHtoz4rZj2VTk4F9etejbzR9WcXK5V8qnix8c,[2a01:4f9:c011:38ae::20]:1789,Berlin,52.5167,13.3833,Germany,DEU,0.10.1
3232,JDPh7dXgqNLymxPGD9gXdznqJDiDu6tb4rft1KSkdaHq,[2a01:4f9:c011:38ae::1]:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
3236,AKkMXAucCJoTZTpxqbqcdqs8CRwf277Y8GAK4g4EiY2U,188.166.56.187:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3242,93cahGmkJPfkDZPHjcamRBoKn4y7niCMV7FAnt3YBdiK,46.101.93.175:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
3243,BRyfxGQvHaoUyPzgmjY6bLoHXybRyn86LXyAB2aSp2Yq,45.63.97.35:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
3244,Fn1frWhW3rMy9YymJJ88fKPAARfxKqcm51qho96kWC4z,217.69.2.148:1789,Paris,48.8566,2.3522,France,FRA,0.10.1
3246,4FRcaFhVTRqGLfrmojYbTgwwVypYBnaYk6C9fPJQqMLr,46.101.57.54:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
3249,4uCBsg2bFPYqcCPndooj78nunLQncxYW7UDAhvGEtWdG,5.189.188.128:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
3250,GqjXSRRd6LQgjaYMBxa1TRxu2qEwCxHJiVRmyjtNgffz,116.203.100.39:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
3253,2u1nzc7BTu1S5Sw6eRPnRgkVmQYCA8jvGLsS5cdj1D2R,116.202.99.111:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
3254,CMGbShfkiPV7fjjgeXWTHpSk4FbieRxL8Mxu3U9cSJGB,46.101.223.121:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
3256,DLN2yYJJWQh7AJpWfet6TDgiNUdhqgf6KNEoq1ZPjFBS,162.55.181.69:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
3258,455rY3rXA2q3BHaDjYL5pKeQbS7Jpn7E1K86JJBqQQQy,161.35.152.112:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3260,6K9XpR8WT8R1LufPtBEZeRkc6NSBve9iBrthhGBhtKYd,178.63.126.114:1789,Berlin,52.5167,13.3833,Germany,DEU,0.10.1
3261,DWxpCcA48372zPj9n1e66uusVLhGd2nhbgDmbV3SsS9h,217.69.9.235:1789,Paris,48.8566,2.3522,France,FRA,0.10.1
3263,5vnLukR53XAtYk9NSA3v6Ksxyma3VbMetCjfpfy6GXEF,161.35.153.175:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3268,J7UHmDrhi4DpP5g6sboPSh82qz4F3fynkT4Nm3CxVGLY,162.55.189.64:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
3270,BiZKT17uM45MEsKZcvWKcRyzoVce6qgQ6nGwbvFzYE6p,64.225.71.177:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3279,DwoCacqpAbFpfEH5cii2YtungP1Gx8uBF65iHarzKRS8,165.22.199.169:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3283,HGwMANkD7yw7hKg33Dz55aDcjHS2AFhop4uStrrHR2x5,161.35.81.232:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3284,7toQ5Z68KmpbyuBKqFTEBiZg5Sw8SrxZxxHWaCAyPHZC,199.247.21.210:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
3285,3zYbveFf37HuW3YxDagbbo7t1XXVq9jNemzZW7cpBTPY,65.21.57.221:1789,Kyiv,50.45,30.5236,Ukraine,UKR,0.10.1
3286,D7qthYhB8NxvtE7ELMWLe1K2SJicGZ71BGKYPERifuAy,188.166.74.19:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3289,DPe2gCepK6MfPXqT1Nh9pPhSCVnZwqMnFhotyDwcphQ2,136.244.64.84:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
3294,8YEyXEPSrQUqthzMBQ3iX8qL8ghtf4LvFptBiPt2xDgt,164.90.165.88:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
3299,8nAXfXzFMW3FrFYesPXmmk65LnNbKoWv3JAs6TEoRr14,116.203.252.43:1789,Falkenstein,50.4667,12.3667,Germany,DEU,0.10.0
3311,BxHwHP7knUFus7Eq4zSPdiFb4SumUfNnHSjWCajH6Phy,178.63.126.120:1789,Berlin,52.5167,13.3833,Germany,DEU,0.10.1
3320,G6h3Tmutf2MHU4KPXPcQkuD1uwtoT4XXS8M75oh8kbeu,95.179.209.204:1789,Paris,48.8566,2.3522,France,FRA,0.10.1
3323,CF8feTArZBRH6FsidD2K9QJ8fHJMpiErKjNKWPfqHDM,[2a01:7e01::f03c:92ff:fef8:6fcd]:1789,Toulouse,43.6045,1.444,France,FRA,0.10.1
3326,4uhKYbupchbmFx8RpvhvD4tZJR4p7coYnCUFEEvCbwc1,157.245.70.176:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3328,6vqaY6GAq1nivnXW16cZPjD6Yd91CYwN6E6d7VvW3Ytq,165.227.233.190:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
3330,9YEv9szSGCgd2vYyvV71AsrEAdwaBEDDcGdXqsi76WyX,161.35.89.165:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3331,91Dj8ppPJwWwtJH48baWYduU7ofpWLtqFoeGeLcsEmzu,78.47.117.222:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
3335,9CorZ4cMUR6dGMPoN2XTzWd2ewHgrFBfzhUSj8Jw3n1c,68.183.10.138:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3336,EpKTPW9k92vnh1DgfT2R6GF6f9RZXekoARQm9iN42VD9,31.44.3.17:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3338,6ypEknpxVUH3HE6C5a957TahUUzNTv2ZGA7PSmpKNzhL,173.249.1.80:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
3340,4iDzo3dTMi6Jbm22G9Dk23Uh63RR71vJLkGUVt2ac238,139.162.216.9:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
3341,CHF3hBGJkiFmuzboeS6nGD4Q7Za6R43DFxbu1xsSeusK,149.248.59.107:1789,London,51.5072,-0.1275,United Kingdom,GBR,0.10.1
3344,8hC2SojqxzEQP8gspuHthG57NtDSguhW8siHdHatyKed,188.166.85.27:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3345,BWToexYZPtxU9QjXXoWfJGEveJST8zQvZF72RThkc5dG,[2a01:4f8:c17:6ad5::1]:1789,Falkenstein,50.4667,12.3667,Germany,DEU,0.10.1
3346,28pxv9R5a4DRsnJ971f7XXJM4dtp6TcAhuhiMGNACYcs,188.166.116.42:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3350,GS2yWEpsv2rrE23BhUYsBHZuEcG54T7L2Ci2KFAcDj3s,[2a01:4f9:c011:3c18::5]:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
3351,5NsqVPfSN9PU4WqehgXxQcBu3TrU3CPh9zBuU7KQ9QQe,108.61.178.27:1789,Frankfurt,50.1136,8.6797,Germany,DEU,0.10.1
3352,3ezghuf7rDoCeMtUMCFtum72KPm6XUgpt95oF8niQLk6,195.201.28.119:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
3354,5RNo1aYrPzaGbcP9VSULXdKjVhjyfPcTtmZwMbFyWWBV,88.99.184.0:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3356,Dv9VCFL9jBRUvSwhJkZLox612wvkhdtbUvwRa2DCbGkG,[2a01:4f9:c010:ddc9::11]:1789,Berlin,52.5167,13.3833,Germany,DEU,0.10.1
3360,GK2yVYqSC92XDP2NfkZ7tPvqybQ1BuaeqwShUG6NZPXS,[2a01:4f9:c010:8ef8::17]:1789,Nuremberg,49.4528,11.0778,Germany,DEU,0.10.1
3361,2mMKHvVZDrhRMa7qsTpcUrrP5XYTJ2NMRu6Fz1GBbpsf,128.199.58.154:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
3364,AsVC8Goeg3y2hNtVc1VR2wDrrpVpZkuTiYmgdnYsCN7M,104.248.201.23:1789,Amsterdam,52.35,4.9166,Netherlands,NLD,0.10.1
